county,precinct,office,candidate,votes,district
Clark,731,President,Gary Johnson,9,
Clark,731,U.S. House,Tom Jones,9,3
Clark,731,U.S. Senate,David Vanderbeek,18,
Clark,731,U.S. House,Jim Murphy,27,3
Clark,731,U.S. Senate,None Of These Candidates,35,
Clark,731,State Senate,Trish Marsh,151,7
Clark,731,State House,Eric Mendoza,155,20
Clark,731,U.S. Senate,Dean Heller,156,
Clark,731,President,Mitt Romney,159,
Clark,731,U.S. House,Joe Heck,161,3
Clark,731,U.S. Senate,Shelley Berkley,296,
Clark,731,U.S. House,John Oceguera,305,3
Clark,731,State Senate,David Parks,330,7
Clark,731,State House,Ellen Spiegel,333,20
Clark,731,President,Barack Obama,351,
Clark,731,President,Virgil Goode,2,
Clark,731,President,None Of These Candidates,3,
Clark,731,President,Gary Johnson,10,
Clark,731,U.S. House,Stan Vaughan,19,1
Clark,731,U.S. House,William Pojunis,30,1
Clark,731,U.S. Senate,David Vanderbeek,32,
Clark,731,U.S. Senate,None Of These Candidates,68,
Clark,731,U.S. House,Chris Edwards,121,1
Clark,731,State Senate,Trish Marsh,125,7
Clark,731,President,Mitt Romney,134,
Clark,731,U.S. Senate,Dean Heller,135,
Clark,731,State House,Eric Mendoza,143,20
Clark,731,U.S. Senate,Shelley Berkley,486,
Clark,731,U.S. House,Dina Titus,527,1
Clark,731,State House,Ellen Spiegel,546,20
Clark,731,State Senate,David Parks,562,7
Clark,731,President,Barack Obama,588,
Clark,733,President,None Of These Candidates,0,
Clark,733,President,Virgil Goode,1,
Clark,733,President,Gary Johnson,4,
Clark,733,U.S. House,William Pojunis,21,1
Clark,733,U.S. House,Stan Vaughan,21,1
Clark,733,U.S. Senate,None Of These Candidates,34,
Clark,733,U.S. Senate,David Vanderbeek,43,
Clark,733,U.S. Senate,Dean Heller,154,
Clark,733,U.S. House,Chris Edwards,156,1
Clark,733,President,Mitt Romney,173,
Clark,733,State Senate,Trish Marsh,176,7
Clark,733,U.S. Senate,Shelley Berkley,461,
Clark,733,U.S. House,Dina Titus,479,1
Clark,733,State Senate,David Parks,483,7
Clark,733,President,Barack Obama,529,
Clark,733,State House,Richard Carrillo,596,18
Clark,733,President,Virgil Goode,1,
Clark,733,President,None Of These Candidates,1,
Clark,733,President,Gary Johnson,4,
Clark,733,U.S. House,Tom Jones,9,3
Clark,733,U.S. Senate,David Vanderbeek,18,
Clark,733,U.S. House,Jim Murphy,19,3
Clark,733,U.S. Senate,None Of These Candidates,23,
Clark,733,U.S. House,Joe Heck,67,3
Clark,733,U.S. Senate,Dean Heller,69,
Clark,733,State Senate,Trish Marsh,70,7
Clark,733,President,Mitt Romney,71,
Clark,733,U.S. Senate,Shelley Berkley,182,
Clark,733,U.S. House,John Oceguera,186,3
Clark,733,State Senate,David Parks,205,7
Clark,733,President,Barack Obama,217,
Clark,733,State House,Richard Carrillo,241,18
Clark,734,President,Virgil Goode,3,
Clark,734,President,None Of These Candidates,3,
Clark,734,President,Gary Johnson,6,
Clark,734,U.S. House,Tom Jones,10,3
Clark,734,U.S. House,Jim Murphy,17,3
Clark,734,U.S. Senate,None Of These Candidates,22,
Clark,734,U.S. Senate,David Vanderbeek,27,
Clark,734,State Senate,Trish Marsh,147,7
Clark,734,President,Mitt Romney,154,
Clark,734,State House,Eric Mendoza,166,20
Clark,734,U.S. House,Joe Heck,166,3
Clark,734,U.S. Senate,Dean Heller,166,
Clark,734,U.S. Senate,Shelley Berkley,337,
Clark,734,U.S. House,John Oceguera,344,3
Clark,734,State House,Ellen Spiegel,359,20
Clark,734,State Senate,David Parks,382,7
Clark,734,President,Barack Obama,396,
Clark,735,President,None Of These Candidates,1,
Clark,735,President,Virgil Goode,5,
Clark,735,President,Gary Johnson,8,
Clark,735,U.S. House,Tom Jones,14,3
Clark,735,U.S. Senate,None Of These Candidates,26,
Clark,735,State House,Anthony Blanque,29,29
Clark,735,U.S. House,Jim Murphy,47,3
Clark,735,U.S. Senate,David Vanderbeek,47,
Clark,735,U.S. House,John Oceguera,259,3
Clark,735,U.S. Senate,Shelley Berkley,275,
Clark,735,State Senate,Joyce Woodhouse,298,5
Clark,735,State House,April Mastroluca,314,29
Clark,735,President,Barack Obama,318,
Clark,735,State House,Bob Irwin,333,29
Clark,735,U.S. Senate,Dean Heller,378,
Clark,735,State Senate,Steve Kirk,386,5
Clark,735,U.S. House,Joe Heck,388,3
Clark,735,President,Mitt Romney,403,
Clark,735,President,Virgil Goode,3,
Clark,735,President,Gary Johnson,8,
Clark,735,President,None Of These Candidates,9,
Clark,735,U.S. House,Tom Jones,20,3
Clark,735,U.S. Senate,David Vanderbeek,37,
Clark,735,U.S. Senate,None Of These Candidates,40,
Clark,735,State House,Anthony Blanque,42,29
Clark,735,U.S. House,Jim Murphy,44,3
Clark,735,U.S. House,John Oceguera,302,3
Clark,735,U.S. Senate,Shelley Berkley,335,
Clark,735,State Senate,Joyce Woodhouse,356,5
Clark,735,State House,April Mastroluca,371,29
Clark,735,President,Barack Obama,372,
Clark,735,State House,Bob Irwin,582,29
Clark,735,U.S. Senate,Dean Heller,616,
Clark,735,President,Mitt Romney,647,
Clark,735,State Senate,Steve Kirk,650,5
Clark,735,U.S. House,Joe Heck,652,3
Clark,735,President,Virgil Goode,1,
Clark,735,President,None Of These Candidates,2,
Clark,735,President,Gary Johnson,7,
Clark,735,U.S. House,Tom Jones,25,3
Clark,735,U.S. Senate,None Of These Candidates,34,
Clark,735,U.S. House,Jim Murphy,48,3
Clark,735,U.S. Senate,David Vanderbeek,57,
Clark,735,State House,Michael Joe,315,23
Clark,735,U.S. House,John Oceguera,329,3
Clark,735,U.S. Senate,Shelley Berkley,338,
Clark,735,U.S. Senate,Dean Heller,365,
Clark,735,U.S. House,Joe Heck,382,3
Clark,735,President,Barack Obama,398,
Clark,735,President,Mitt Romney,398,
Clark,735,State House,Melissa Woodbury,450,23
Clark,735,President,None Of These Candidates,1,
Clark,735,President,Virgil Goode,4,
Clark,735,President,Gary Johnson,4,
Clark,735,U.S. House,Tom Jones,25,3
Clark,735,U.S. Senate,None Of These Candidates,57,
Clark,735,U.S. Senate,David Vanderbeek,57,
Clark,735,U.S. House,Jim Murphy,61,3
Clark,735,U.S. Senate,Shelley Berkley,374,
Clark,735,U.S. Senate,Dean Heller,374,
Clark,735,U.S. House,Joe Heck,378,3
Clark,735,U.S. House,John Oceguera,384,3
Clark,735,State House,Cresent Hardy,402,19
Clark,735,President,Mitt Romney,410,
Clark,735,State House,Felipe Rodriguez,411,19
Clark,735,President,Barack Obama,466,
Clark,735,President,Virgil Goode,2,
Clark,735,President,Gary Johnson,3,
Clark,735,President,None Of These Candidates,6,
Clark,735,U.S. House,Tom Jones,10,3
Clark,735,State House,Anthony Blanque,19,29
Clark,735,U.S. Senate,None Of These Candidates,23,
Clark,735,U.S. House,Jim Murphy,32,3
Clark,735,U.S. Senate,David Vanderbeek,35,
Clark,735,U.S. House,John Oceguera,175,3
Clark,735,U.S. Senate,Shelley Berkley,189,
Clark,735,State Senate,Joyce Woodhouse,220,5
Clark,735,President,Barack Obama,226,
Clark,735,State House,April Mastroluca,227,29
Clark,735,State House,Bob Irwin,320,29
Clark,735,U.S. Senate,Dean Heller,338,
Clark,735,State Senate,Steve Kirk,348,5
Clark,735,President,Mitt Romney,352,
Clark,735,U.S. House,Joe Heck,358,3
Clark,735,President,Virgil Goode,4,
Clark,735,President,None Of These Candidates,7,
Clark,735,President,Gary Johnson,11,
Clark,735,U.S. House,Tom Jones,38,3
Clark,735,State House,Anthony Blanque,43,29
Clark,735,U.S. Senate,David Vanderbeek,61,
Clark,735,U.S. House,Jim Murphy,64,3
Clark,735,U.S. Senate,None Of These Candidates,65,
Clark,735,State House,Bob Irwin,310,29
Clark,735,U.S. Senate,Dean Heller,338,
Clark,735,U.S. House,Joe Heck,357,3
Clark,735,State Senate,Steve Kirk,366,5
Clark,735,President,Mitt Romney,385,
Clark,735,U.S. House,John Oceguera,417,3
Clark,735,U.S. Senate,Shelley Berkley,433,
Clark,735,State House,April Mastroluca,481,29
Clark,735,State Senate,Joyce Woodhouse,493,5
Clark,735,President,Barack Obama,500,
Clark,735,President,Virgil Goode,0,
Clark,735,President,None Of These Candidates,1,
Clark,735,President,Gary Johnson,3,
Clark,735,U.S. House,Tom Jones,4,3
Clark,735,State House,Anthony Blanque,10,29
Clark,735,U.S. Senate,None Of These Candidates,16,
Clark,735,U.S. House,Jim Murphy,19,3
Clark,735,U.S. Senate,David Vanderbeek,19,
Clark,735,U.S. Senate,Dean Heller,90,
Clark,735,State House,Bob Irwin,92,29
Clark,735,President,Mitt Romney,100,
Clark,735,U.S. House,Joe Heck,104,3
Clark,735,State Senate,Steve Kirk,114,5
Clark,735,U.S. House,John Oceguera,125,3
Clark,735,State Senate,Joyce Woodhouse,132,5
Clark,735,U.S. Senate,Shelley Berkley,132,
Clark,735,State House,April Mastroluca,141,29
Clark,735,President,Barack Obama,157,
Clark,735,President,Virgil Goode,3,
Clark,735,President,None Of These Candidates,6,
Clark,735,President,Gary Johnson,17,
Clark,735,U.S. Senate,None Of These Candidates,33,
Clark,735,U.S. House,Tom Jones,34,3
Clark,735,State House,Anthony Blanque,50,29
Clark,735,U.S. House,Jim Murphy,53,3
Clark,735,U.S. Senate,David Vanderbeek,67,
Clark,735,State House,Bob Irwin,372,29
Clark,735,U.S. Senate,Dean Heller,394,
Clark,735,U.S. House,John Oceguera,396,3
Clark,735,U.S. House,Joe Heck,398,3
Clark,735,U.S. Senate,Shelley Berkley,404,
Clark,735,President,Mitt Romney,426,
Clark,735,State House,April Mastroluca,435,29
Clark,735,State Senate,Steve Kirk,435,5
Clark,735,State Senate,Joyce Woodhouse,436,5
Clark,735,President,Barack Obama,459,
Clark,736,President,Virgil Goode,1,
Clark,736,President,None Of These Candidates,7,
Clark,736,President,Gary Johnson,8,
Clark,736,U.S. House,Tom Jones,20,3
Clark,736,U.S. Senate,None Of These Candidates,36,
Clark,736,U.S. Senate,David Vanderbeek,44,
Clark,736,U.S. House,Jim Murphy,57,3
Clark,736,U.S. House,John Oceguera,231,3
Clark,736,State House,Michael Joe,238,23
Clark,736,U.S. Senate,Shelley Berkley,247,
Clark,736,President,Barack Obama,290,
Clark,736,U.S. Senate,Dean Heller,304,
Clark,736,U.S. House,Joe Heck,314,3
Clark,736,President,Mitt Romney,335,
Clark,736,State House,Melissa Woodbury,360,23
Clark,736,President,Virgil Goode,1,
Clark,736,President,None Of These Candidates,8,
Clark,736,President,Gary Johnson,10,
Clark,736,U.S. House,Tom Jones,14,3
Clark,736,U.S. Senate,None Of These Candidates,20,
Clark,736,U.S. House,Jim Murphy,26,3
Clark,736,U.S. Senate,David Vanderbeek,31,
Clark,736,U.S. House,John Oceguera,174,3
Clark,736,State House,Michael Joe,177,23
Clark,736,U.S. Senate,Shelley Berkley,177,
Clark,736,President,Barack Obama,207,
Clark,736,U.S. Senate,Dean Heller,264,
Clark,736,President,Mitt Romney,268,
Clark,736,U.S. House,Joe Heck,268,3
Clark,736,State House,Melissa Woodbury,296,23
Clark,736,President,Virgil Goode,1,
Clark,736,President,None Of These Candidates,1,
Clark,736,President,Gary Johnson,5,
Clark,736,U.S. Senate,None Of These Candidates,13,
Clark,736,U.S. House,Tom Jones,15,3
Clark,736,U.S. House,Jim Murphy,22,3
Clark,736,U.S. Senate,David Vanderbeek,31,
Clark,736,U.S. House,Joe Heck,89,3
Clark,736,U.S. Senate,Dean Heller,92,
Clark,736,President,Mitt Romney,98,
Clark,736,State House,Bridgette Bryant,105,12
Clark,736,U.S. Senate,Shelley Berkley,169,
Clark,736,U.S. House,John Oceguera,176,3
Clark,736,State House,James Ohrenschall,188,12
Clark,736,President,Barack Obama,205,
Clark,738,President,Virgil Goode,2,
Clark,738,President,None Of These Candidates,8,
Clark,738,President,Gary Johnson,10,
Clark,738,U.S. House,Stan Vaughan,19,1
Clark,738,U.S. House,William Pojunis,26,1
Clark,738,U.S. Senate,None Of These Candidates,36,
Clark,738,U.S. Senate,David Vanderbeek,50,
Clark,738,U.S. House,Chris Edwards,174,1
Clark,738,U.S. Senate,Dean Heller,178,
Clark,738,State Senate,Trish Marsh,191,7
Clark,738,President,Mitt Romney,195,
Clark,738,U.S. Senate,Shelley Berkley,382,
Clark,738,U.S. House,Dina Titus,412,1
Clark,738,State Senate,David Parks,414,7
Clark,738,President,Barack Obama,442,
Clark,738,State House,Richard Carrillo,521,18
Clark,739,President,Virgil Goode,0,
Clark,739,President,None Of These Candidates,6,
Clark,739,President,Gary Johnson,11,
Clark,739,U.S. House,Tom Jones,13,3
Clark,739,U.S. Senate,David Vanderbeek,32,
Clark,739,U.S. House,Jim Murphy,33,3
Clark,739,U.S. Senate,None Of These Candidates,38,
Clark,739,State Senate,Trish Marsh,302,7
Clark,739,State House,Eric Mendoza,321,20
Clark,739,President,Mitt Romney,328,
Clark,739,U.S. Senate,Dean Heller,334,
Clark,739,U.S. House,Joe Heck,341,3
Clark,739,U.S. House,John Oceguera,381,3
Clark,739,U.S. Senate,Shelley Berkley,393,
Clark,739,State House,Ellen Spiegel,434,20
Clark,739,State Senate,David Parks,452,7
Clark,739,President,Barack Obama,462,
Clark,740,President,None Of These Candidates,2,
Clark,740,President,Virgil Goode,4,
Clark,740,President,Gary Johnson,13,
Clark,740,U.S. House,Tom Jones,17,3
Clark,740,U.S. Senate,None Of These Candidates,49,
Clark,740,U.S. Senate,David Vanderbeek,52,
Clark,740,U.S. House,Jim Murphy,58,3
Clark,740,State House,Eric Mendoza,289,20
Clark,740,State Senate,Trish Marsh,301,7
Clark,740,U.S. House,Joe Heck,306,3
Clark,740,President,Mitt Romney,309,
Clark,740,U.S. Senate,Dean Heller,312,
Clark,740,U.S. Senate,Shelley Berkley,449,
Clark,740,U.S. House,John Oceguera,459,3
Clark,740,State Senate,David Parks,521,7
Clark,740,State House,Ellen Spiegel,530,20
Clark,740,President,Barack Obama,551,
Clark,740,President,Virgil Goode,2,
Clark,740,President,None Of These Candidates,4,
Clark,740,President,Gary Johnson,12,
Clark,740,U.S. House,Tom Jones,21,3
Clark,740,U.S. Senate,None Of These Candidates,45,
Clark,740,U.S. House,Jim Murphy,46,3
Clark,740,U.S. Senate,David Vanderbeek,60,
Clark,740,U.S. Senate,Dean Heller,415,
Clark,740,State Senate,Trish Marsh,423,7
Clark,740,U.S. House,John Oceguera,430,3
Clark,740,State House,Eric Mendoza,432,20
Clark,740,President,Mitt Romney,442,
Clark,740,U.S. Senate,Shelley Berkley,444,
Clark,740,U.S. House,Joe Heck,451,3
Clark,740,State House,Ellen Spiegel,495,20
Clark,740,State Senate,David Parks,507,7
Clark,740,President,Barack Obama,523,
Clark,740,President,Virgil Goode,5,
Clark,740,President,None Of These Candidates,5,
Clark,740,President,Gary Johnson,20,
Clark,740,State House,Anthony Blanque,29,29
Clark,740,U.S. House,Tom Jones,31,3
Clark,740,U.S. Senate,David Vanderbeek,40,
Clark,740,U.S. Senate,None Of These Candidates,55,
Clark,740,U.S. House,Jim Murphy,60,3
Clark,740,U.S. House,John Oceguera,418,3
Clark,740,U.S. Senate,Shelley Berkley,443,
Clark,740,State Senate,Joyce Woodhouse,479,5
Clark,740,State House,Bob Irwin,491,29
Clark,740,State House,April Mastroluca,495,29
Clark,740,President,Barack Obama,523,
Clark,740,U.S. Senate,Dean Heller,542,
Clark,740,U.S. House,Joe Heck,549,3
Clark,740,President,Mitt Romney,551,
Clark,740,State Senate,Steve Kirk,568,5
Clark,741,President,Virgil Goode,2,
Clark,741,President,None Of These Candidates,6,
Clark,741,President,Gary Johnson,8,
Clark,741,U.S. House,Tom Jones,8,3
Clark,741,State House,Anthony Blanque,23,29
Clark,741,U.S. Senate,None Of These Candidates,42,
Clark,741,U.S. House,Jim Murphy,48,3
Clark,741,U.S. Senate,David Vanderbeek,52,
Clark,741,U.S. House,John Oceguera,385,3
Clark,741,U.S. Senate,Shelley Berkley,390,
Clark,741,State House,Bob Irwin,411,29
Clark,741,U.S. Senate,Dean Heller,440,
Clark,741,State Senate,Steve Kirk,442,5
Clark,741,State House,April Mastroluca,443,29
Clark,741,State Senate,Joyce Woodhouse,445,5
Clark,741,President,Mitt Romney,450,
Clark,741,U.S. House,Joe Heck,455,3
Clark,741,President,Barack Obama,473,
Clark,741,President,Virgil Goode,3,
Clark,741,President,None Of These Candidates,6,
Clark,741,President,Gary Johnson,11,
Clark,741,U.S. House,Tom Jones,18,3
Clark,741,State House,Anthony Blanque,26,29
Clark,741,U.S. Senate,David Vanderbeek,47,
Clark,741,U.S. House,Jim Murphy,59,3
Clark,741,U.S. Senate,None Of These Candidates,60,
Clark,741,State House,Bob Irwin,382,29
Clark,741,U.S. Senate,Dean Heller,383,
Clark,741,President,Mitt Romney,417,
Clark,741,State Senate,Steve Kirk,419,5
Clark,741,U.S. House,Joe Heck,421,3
Clark,741,U.S. House,John Oceguera,504,3
Clark,741,U.S. Senate,Shelley Berkley,544,
Clark,741,State Senate,Joyce Woodhouse,572,5
Clark,741,State House,April Mastroluca,573,29
Clark,741,President,Barack Obama,615,
Clark,741,President,None Of These Candidates,3,
Clark,741,President,Virgil Goode,4,
Clark,741,President,Gary Johnson,8,
Clark,741,U.S. House,Tom Jones,21,3
Clark,741,State House,Anthony Blanque,34,29
Clark,741,U.S. Senate,None Of These Candidates,45,
Clark,741,U.S. House,Jim Murphy,59,3
Clark,741,U.S. Senate,David Vanderbeek,61,
Clark,741,State House,Bob Irwin,330,29
Clark,741,U.S. Senate,Dean Heller,382,
Clark,741,President,Mitt Romney,388,
Clark,741,State Senate,Steve Kirk,390,5
Clark,741,U.S. House,John Oceguera,391,3
Clark,741,U.S. Senate,Shelley Berkley,395,
Clark,741,U.S. House,Joe Heck,399,3
Clark,741,State Senate,Joyce Woodhouse,445,5
Clark,741,State House,April Mastroluca,487,29
Clark,741,President,Barack Obama,492,
Clark,741,President,Virgil Goode,5,
Clark,741,President,Gary Johnson,6,
Clark,741,President,None Of These Candidates,8,
Clark,741,U.S. House,Tom Jones,12,3
Clark,741,State House,Anthony Blanque,22,29
Clark,741,U.S. Senate,David Vanderbeek,37,
Clark,741,U.S. Senate,None Of These Candidates,38,
Clark,741,U.S. House,Jim Murphy,44,3
Clark,741,State House,Bob Irwin,290,29
Clark,741,U.S. Senate,Dean Heller,294,
Clark,741,State Senate,Steve Kirk,313,5
Clark,741,U.S. House,Joe Heck,318,3
Clark,741,President,Mitt Romney,320,
Clark,741,U.S. House,John Oceguera,331,3
Clark,741,U.S. Senate,Shelley Berkley,347,
Clark,741,State House,April Mastroluca,386,29
Clark,741,President,Barack Obama,387,
Clark,741,State Senate,Joyce Woodhouse,388,5
Clark,741,President,Gary Johnson,2,
Clark,741,President,Virgil Goode,4,
Clark,741,President,None Of These Candidates,5,
Clark,741,U.S. House,Tom Jones,24,3
Clark,741,State House,Anthony Blanque,29,29
Clark,741,U.S. House,Jim Murphy,46,3
Clark,741,U.S. Senate,David Vanderbeek,46,
Clark,741,U.S. Senate,None Of These Candidates,50,
Clark,741,State House,Bob Irwin,403,29
Clark,741,U.S. Senate,Shelley Berkley,435,
Clark,741,State Senate,Steve Kirk,438,5
Clark,741,U.S. House,John Oceguera,441,3
Clark,741,U.S. House,Joe Heck,449,3
Clark,741,President,Mitt Romney,454,
Clark,741,U.S. Senate,Dean Heller,462,
Clark,741,State House,April Mastroluca,505,29
Clark,741,State Senate,Joyce Woodhouse,505,5
Clark,741,President,Barack Obama,551,
Clark,741,President,Virgil Goode,0,
Clark,741,President,Gary Johnson,3,
Clark,741,President,None Of These Candidates,5,
Clark,741,U.S. House,Tom Jones,8,3
Clark,741,State House,Anthony Blanque,11,29
Clark,741,U.S. Senate,None Of These Candidates,21,
Clark,741,U.S. House,Jim Murphy,23,3
Clark,741,U.S. Senate,David Vanderbeek,24,
Clark,741,State House,Bob Irwin,163,29
Clark,741,President,Mitt Romney,169,
Clark,741,U.S. House,Joe Heck,179,3
Clark,741,State Senate,Steve Kirk,183,5
Clark,741,U.S. Senate,Dean Heller,183,
Clark,741,U.S. Senate,Shelley Berkley,203,
Clark,741,U.S. House,John Oceguera,209,3
Clark,741,State Senate,Joyce Woodhouse,231,5
Clark,741,State House,April Mastroluca,240,29
Clark,741,President,Barack Obama,262,
Clark,741,President,Virgil Goode,1,
Clark,741,President,None Of These Candidates,2,
Clark,741,President,Gary Johnson,7,
Clark,741,U.S. House,Tom Jones,7,3
Clark,741,U.S. House,Jim Murphy,15,3
Clark,741,State House,Anthony Blanque,17,29
Clark,741,U.S. Senate,David Vanderbeek,27,
Clark,741,U.S. Senate,None Of These Candidates,29,
Clark,741,State House,Bob Irwin,135,29
Clark,741,U.S. Senate,Dean Heller,143,
Clark,741,State Senate,Steve Kirk,148,5
Clark,741,President,Mitt Romney,153,
Clark,741,U.S. House,Joe Heck,155,3
Clark,741,U.S. Senate,Shelley Berkley,167,
Clark,741,U.S. House,John Oceguera,177,3
Clark,741,State House,April Mastroluca,191,29
Clark,741,State Senate,Joyce Woodhouse,195,5
Clark,741,President,Barack Obama,210,
Clark,742,President,Virgil Goode,3,
Clark,742,President,None Of These Candidates,6,
Clark,742,President,Gary Johnson,19,
Clark,742,U.S. House,Tom Jones,34,3
