jurisdiction,precinct,office,party,candidate,votes
Clark,4073,President,Democratic,Other,0
Clark,4076,President,Democratic,Other,0
Clark,4304,President,Democratic,Other,0
Clark,4305,President,Democratic,Other,0
Clark,4306,President,Democratic,Other,0
Clark,4307,President,Democratic,Other,0
Clark,4309,President,Democratic,Other,0
Clark,4310,President,Democratic,Other,0
Clark,4381,President,Democratic,Other,0
Clark,4384,President,Democratic,Other,0
Clark,4387,President,Democratic,Other,0
Clark,4415,President,Democratic,Other,0
Clark,4434,President,Democratic,Other,0
Clark,4454,President,Democratic,Other,0
Clark,4461,President,Democratic,Other,0
Clark,4463,President,Democratic,Other,0
Clark,4467,President,Democratic,Other,0
Clark,4500,President,Democratic,Other,0
Clark,4501,President,Democratic,Other,0
Clark,4502,President,Democratic,Other,0
Clark,4504,President,Democratic,Other,0
Clark,4505,President,Democratic,Other,0
Clark,4506,President,Democratic,Other,0
Clark,4507,President,Democratic,Other,0
Clark,4508,President,Democratic,Other,0
Clark,4510,President,Democratic,Other,0
Clark,4512,President,Democratic,Other,0
Clark,4513,President,Democratic,Other,0
Clark,4514,President,Democratic,Other,0
Clark,4522,President,Democratic,Other,0
Clark,4523,President,Democratic,Other,0
Clark,4525,President,Democratic,Other,0
Clark,4526,President,Democratic,Other,0
Clark,4527,President,Democratic,Other,0
Clark,4528,President,Democratic,Other,0
Clark,4529,President,Democratic,Other,0
Clark,4530,President,Democratic,Other,0
Clark,4531,President,Democratic,Other,0
Clark,4532,President,Democratic,Other,0
Clark,4535,President,Democratic,Other,0
Clark,4536,President,Democratic,Other,0
Clark,4540,President,Democratic,Other,0
Clark,4541,President,Democratic,Other,0
Clark,4543,President,Democratic,Other,0
Clark,4546,President,Democratic,Other,0
Clark,4547,President,Democratic,Other,0
Clark,4548,President,Democratic,Other,0
Clark,4549,President,Democratic,Other,0
Clark,4550,President,Democratic,Other,0
Clark,4551,President,Democratic,Other,0
Clark,4552,President,Democratic,Other,0
Clark,4553,President,Democratic,Other,0
Clark,4554,President,Democratic,Other,0
Clark,4555,President,Democratic,Other,0
Clark,4556,President,Democratic,Other,0
Clark,4557,President,Democratic,Other,0
Clark,4559,President,Democratic,Other,0
Clark,4560,President,Democratic,Other,0
Clark,4561,President,Democratic,Other,0
Clark,4562,President,Democratic,Other,0
Clark,4563,President,Democratic,Other,0
Clark,4564,President,Democratic,Other,0
Clark,4565,President,Democratic,Other,0
Clark,4566,President,Democratic,Other,0
Clark,4567,President,Democratic,Other,0
Clark,4568,President,Democratic,Other,0
Clark,4569,President,Democratic,Other,0
Clark,4571,President,Democratic,Other,0
Clark,4573,President,Democratic,Other,0
Clark,4577,President,Democratic,Other,0
Clark,4581,President,Democratic,Other,0
Clark,4582,President,Democratic,Other,0
Clark,4583,President,Democratic,Other,0
Clark,4584,President,Democratic,Other,0
Clark,4585,President,Democratic,Other,0
Clark,4586,President,Democratic,Other,0
Clark,4590,President,Democratic,Other,0
Clark,4591,President,Democratic,Other,0
Clark,4592,President,Democratic,Other,0
Clark,4593,President,Democratic,Other,0
Clark,4594,President,Democratic,Other,0
Clark,4596,President,Democratic,Other,0
Clark,4597,President,Democratic,Other,0
Clark,4598,President,Democratic,Other,0
Clark,4599,President,Democratic,Other,0
Clark,4601,President,Democratic,Other,0
Clark,4602,President,Democratic,Other,0
Clark,4603,President,Democratic,Other,0
Clark,4604,President,Democratic,Other,0
Clark,4605,President,Democratic,Other,0
Clark,4606,President,Democratic,Other,0
Clark,4611,President,Democratic,Other,0
Clark,4612,President,Democratic,Other,0
Clark,4614,President,Democratic,Other,0
Clark,4616,President,Democratic,Other,0
Clark,4621,President,Democratic,Other,0
Clark,4623,President,Democratic,Other,0
Clark,4633,President,Democratic,Other,0
Clark,4634,President,Democratic,Other,0
Clark,4635,President,Democratic,Other,0
Clark,4636,President,Democratic,Other,0
Clark,4641,President,Democratic,Other,0
Clark,4642,President,Democratic,Other,0
Clark,4643,President,Democratic,Other,0
Clark,4650,President,Democratic,Other,0
Clark,4652,President,Democratic,Other,0
Clark,5003,President,Democratic,Other,0
Clark,5029,President,Democratic,Other,0
Clark,5034,President,Democratic,Other,0
Clark,5036,President,Democratic,Other,0
Clark,5047,President,Democratic,Other,0
Clark,5056,President,Democratic,Other,0
Clark,5323,President,Democratic,Other,0
Clark,5324,President,Democratic,Other,0
Clark,5326,President,Democratic,Other,0
Clark,5330,President,Democratic,Other,0
Clark,5332,President,Democratic,Other,0
Clark,5333,President,Democratic,Other,0
Clark,5350,President,Democratic,Other,0
Clark,5356,President,Democratic,Other,0
Clark,5372,President,Democratic,Other,0
Clark,5384,President,Democratic,Other,0
Clark,5390,President,Democratic,Other,0
Clark,5393,President,Democratic,Other,0
Clark,5394,President,Democratic,Other,0
Clark,5395,President,Democratic,Other,0
Clark,5396,President,Democratic,Other,0
Clark,5397,President,Democratic,Other,0
Clark,5400,President,Democratic,Other,0
Clark,5403,President,Democratic,Other,0
Clark,5404,President,Democratic,Other,0
Clark,5405,President,Democratic,Other,0
Clark,5410,President,Democratic,Other,0
Clark,5412,President,Democratic,Other,0
Clark,5413,President,Democratic,Other,0
Clark,5417,President,Democratic,Other,0
Clark,5425,President,Democratic,Other,0
Clark,5430,President,Democratic,Other,0
Clark,5501,President,Democratic,Other,0
Clark,5504,President,Democratic,Other,0
Clark,5505,President,Democratic,Other,0
Clark,5511,President,Democratic,Other,0
Clark,5512,President,Democratic,Other,0
Clark,5513,President,Democratic,Other,0
Clark,5515,President,Democratic,Other,0
Clark,5521,President,Democratic,Other,0
Clark,5522,President,Democratic,Other,0
Clark,5523,President,Democratic,Other,0
Clark,5524,President,Democratic,Other,0
Clark,5525,President,Democratic,Other,0
Clark,5531,President,Democratic,Other,0
Clark,5532,President,Democratic,Other,0
Clark,5533,President,Democratic,Other,0
Clark,5534,President,Democratic,Other,0
Clark,5535,President,Democratic,Other,0
Clark,5536,President,Democratic,Other,0
Clark,5537,President,Democratic,Other,0
Clark,5541,President,Democratic,Other,0
Clark,5542,President,Democratic,Other,0
Clark,5543,President,Democratic,Other,0
Clark,5544,President,Democratic,Other,0
Clark,5545,President,Democratic,Other,0
Clark,5552,President,Democratic,Other,0
Clark,5553,President,Democratic,Other,0
Clark,5554,President,Democratic,Other,0
Clark,5555,President,Democratic,Other,0
Clark,5560,President,Democratic,Other,0
Clark,5562,President,Democratic,Other,0
Clark,5564,President,Democratic,Other,0
Clark,5565,President,Democratic,Other,0
Clark,5566,President,Democratic,Other,0
Clark,5567,President,Democratic,Other,0
Clark,5568,President,Democratic,Other,0
Clark,5569,President,Democratic,Other,0
Clark,5570,President,Democratic,Other,0
Clark,5571,President,Democratic,Other,0
Clark,5572,President,Democratic,Other,0
Clark,5573,President,Democratic,Other,0
Clark,5574,President,Democratic,Other,0
Clark,5575,President,Democratic,Other,0
Clark,5576,President,Democratic,Other,0
Clark,5577,President,Democratic,Other,0
Clark,5578,President,Democratic,Other,0
Clark,5579,President,Democratic,Other,0
Clark,5580,President,Democratic,Other,0
Clark,5581,President,Democratic,Other,0
Clark,5582,President,Democratic,Other,0
Clark,5583,President,Democratic,Other,0
Clark,5584,President,Democratic,Other,0
Clark,5585,President,Democratic,Other,0
Clark,5586,President,Democratic,Other,0
Clark,5587,President,Democratic,Other,0
Clark,5588,President,Democratic,Other,0
Clark,5589,President,Democratic,Other,0
Clark,5591,President,Democratic,Other,0
Clark,5592,President,Democratic,Other,0
Clark,5593,President,Democratic,Other,0
Clark,5594,President,Democratic,Other,0
Clark,5595,President,Democratic,Other,0
Clark,5596,President,Democratic,Other,0
Clark,5597,President,Democratic,Other,0
Clark,5598,President,Democratic,Other,0
Clark,5601,President,Democratic,Other,0
Clark,5603,President,Democratic,Other,0
Clark,5604,President,Democratic,Other,0
Clark,5612,President,Democratic,Other,0
Clark,5613,President,Democratic,Other,0
Clark,5614,President,Democratic,Other,0
Clark,5615,President,Democratic,Other,0
Clark,5616,President,Democratic,Other,0
Clark,5617,President,Democratic,Other,0
Clark,5620,President,Democratic,Other,0
Clark,5621,President,Democratic,Other,0
Clark,5622,President,Democratic,Other,0
Clark,5623,President,Democratic,Other,0
Clark,5624,President,Democratic,Other,0
Clark,5625,President,Democratic,Other,0
Clark,5631,President,Democratic,Other,0
Clark,5632,President,Democratic,Other,0
Clark,5633,President,Democratic,Other,0
Clark,5634,President,Democratic,Other,0
Clark,5635,President,Democratic,Other,0
Clark,5636,President,Democratic,Other,0
Clark,5641,President,Democratic,Other,0
Clark,5642,President,Democratic,Other,0
Clark,5651,President,Democratic,Other,0
Clark,5652,President,Democratic,Other,0
Clark,5653,President,Democratic,Other,0
Clark,5654,President,Democratic,Other,0
Clark,6040,President,Democratic,Other,0
Clark,6057,President,Democratic,Other,0
Clark,6062,President,Democratic,Other,0
Clark,6066,President,Democratic,Other,0
Clark,6109,President,Democratic,Other,0
Clark,6362,President,Democratic,Other,0
Clark,6424,President,Democratic,Other,0
Clark,6431,President,Democratic,Other,0
Clark,6434,President,Democratic,Other,0
Clark,6440,President,Democratic,Other,0
Clark,6463,President,Democratic,Other,0
Clark,6469,President,Democratic,Other,0
Clark,6470,President,Democratic,Other,0
Clark,6471,President,Democratic,Other,0
Clark,6475,President,Democratic,Other,0
Clark,6477,President,Democratic,Other,0
Clark,6484,President,Democratic,Other,0
Clark,6486,President,Democratic,Other,0
Clark,6487,President,Democratic,Other,0
Clark,6488,President,Democratic,Other,0
Clark,6490,President,Democratic,Other,0
Clark,6492,President,Democratic,Other,0
Clark,6493,President,Democratic,Other,0
Clark,6494,President,Democratic,Other,0
Clark,6497,President,Democratic,Other,0
Clark,6498,President,Democratic,Other,0
Clark,6499,President,Democratic,Other,0
Clark,6500,President,Democratic,Other,0
Clark,6512,President,Democratic,Other,0
Clark,6513,President,Democratic,Other,0
Clark,6514,President,Democratic,Other,0
Clark,6515,President,Democratic,Other,0
Clark,6517,President,Democratic,Other,0
Clark,6520,President,Democratic,Other,0
Clark,6521,President,Democratic,Other,0
Clark,6522,President,Democratic,Other,0
Clark,6526,President,Democratic,Other,0
Clark,6527,President,Democratic,Other,0
Clark,6530,President,Democratic,Other,0
Clark,6531,President,Democratic,Other,0
Clark,6533,President,Democratic,Other,0
Clark,6538,President,Democratic,Other,0
Clark,6539,President,Democratic,Other,0
Clark,6540,President,Democratic,Other,0
Clark,6544,President,Democratic,Other,0
Clark,6545,President,Democratic,Other,0
Clark,6547,President,Democratic,Other,0
Clark,6548,President,Democratic,Other,0
Clark,6549,President,Democratic,Other,0
Clark,6601,President,Democratic,Other,0
Clark,6602,President,Democratic,Other,0
Clark,6604,President,Democratic,Other,0
Clark,6605,President,Democratic,Other,0
Clark,6606,President,Democratic,Other,0
Clark,6607,President,Democratic,Other,0
Clark,6608,President,Democratic,Other,0
Clark,6609,President,Democratic,Other,0
Clark,6610,President,Democratic,Other,0
Clark,6611,President,Democratic,Other,0
Clark,6612,President,Democratic,Other,0
Clark,6613,President,Democratic,Other,0
Clark,6614,President,Democratic,Other,0
Clark,6615,President,Democratic,Other,0
Clark,6621,President,Democratic,Other,0
Clark,6622,President,Democratic,Other,0
Clark,6625,President,Democratic,Other,0
Clark,6631,President,Democratic,Other,0
Clark,6632,President,Democratic,Other,0
Clark,6633,President,Democratic,Other,0
Clark,6634,President,Democratic,Other,0
Clark,6635,President,Democratic,Other,0
Clark,6642,President,Democratic,Other,0
Clark,6643,President,Democratic,Other,0
Clark,6644,President,Democratic,Other,0
Clark,6645,President,Democratic,Other,0
Clark,6648,President,Democratic,Other,0
Clark,6649,President,Democratic,Other,0
Clark,6651,President,Democratic,Other,0
Clark,6652,President,Democratic,Other,0
Clark,6653,President,Democratic,Other,0
Clark,6654,President,Democratic,Other,0
Clark,6655,President,Democratic,Other,0
Clark,6656,President,Democratic,Other,0
Clark,6657,President,Democratic,Other,0
Clark,6658,President,Democratic,Other,0
Clark,6661,President,Democratic,Other,0
Clark,6662,President,Democratic,Other,0
Clark,6663,President,Democratic,Other,0
Clark,6664,President,Democratic,Other,0
Clark,6665,President,Democratic,Other,0
Clark,6666,President,Democratic,Other,0
Clark,6667,President,Democratic,Other,0
Clark,6671,President,Democratic,Other,0
Clark,6672,President,Democratic,Other,0
Clark,6673,President,Democratic,Other,0
Clark,6674,President,Democratic,Other,0
Clark,6675,President,Democratic,Other,0
Clark,6681,President,Democratic,Other,0
Clark,6683,President,Democratic,Other,0
Clark,6684,President,Democratic,Other,0
Clark,6685,President,Democratic,Other,0
Clark,6686,President,Democratic,Other,0
Clark,6691,President,Democratic,Other,0
Clark,6692,President,Democratic,Other,0
Clark,6693,President,Democratic,Other,0
Clark,6694,President,Democratic,Other,0
Clark,6695,President,Democratic,Other,0
Clark,6700,President,Democratic,Other,0
Clark,6701,President,Democratic,Other,0
Clark,6702,President,Democratic,Other,0
Clark,6703,President,Democratic,Other,0
Clark,6704,President,Democratic,Other,0
Clark,6705,President,Democratic,Other,0
Clark,6706,President,Democratic,Other,0
Clark,6707,President,Democratic,Other,0
Clark,6708,President,Democratic,Other,0
Clark,6709,President,Democratic,Other,0
Clark,6710,President,Democratic,Other,0
Clark,6712,President,Democratic,Other,0
Clark,6713,President,Democratic,Other,0
Clark,6714,President,Democratic,Other,0
Clark,6715,President,Democratic,Other,0
Clark,6716,President,Democratic,Other,0
Clark,6719,President,Democratic,Other,0
Clark,6720,President,Democratic,Other,0
Clark,6721,President,Democratic,Other,0
Clark,6722,President,Democratic,Other,0
Clark,6723,President,Democratic,Other,0
Clark,6724,President,Democratic,Other,0
Clark,6725,President,Democratic,Other,0
Clark,6726,President,Democratic,Other,0
Clark,6727,President,Democratic,Other,0
Clark,6728,President,Democratic,Other,0
Clark,6729,President,Democratic,Other,0
Clark,6730,President,Democratic,Other,0
Clark,6731,President,Democratic,Other,0
Clark,6732,President,Democratic,Other,0
Clark,6733,President,Democratic,Other,0
Clark,6734,President,Democratic,Other,0
Clark,6735,President,Democratic,Other,0
Clark,6736,President,Democratic,Other,0
Clark,6737,President,Democratic,Other,0
Clark,6738,President,Democratic,Other,0
Clark,6739,President,Democratic,Other,0
Clark,6751,President,Democratic,Other,0
Clark,6752,President,Democratic,Other,0
Clark,7012,President,Democratic,Other,0
Clark,7047,President,Democratic,Other,0
Clark,7048,President,Democratic,Other,0
Clark,7049,President,Democratic,Other,0
Clark,7050,President,Democratic,Other,0
Clark,7054,President,Democratic,Other,0
Clark,7079,President,Democratic,Other,0
Clark,7097,President,Democratic,Other,0
Clark,7311,President,Democratic,Other,0
Clark,7312,President,Democratic,Other,0
Clark,7332,President,Democratic,Other,0
Clark,7334,President,Democratic,Other,0
Clark,7341,President,Democratic,Other,0
Clark,7351,President,Democratic,Other,0
Clark,7352,President,Democratic,Other,0
Clark,7354,President,Democratic,Other,0
Clark,7355,President,Democratic,Other,0
Clark,7356,President,Democratic,Other,0
Clark,7357,President,Democratic,Other,0
Clark,7358,President,Democratic,Other,0
Clark,7359,President,Democratic,Other,0
Clark,7360,President,Democratic,Other,0
